Time stamp;;;Electrical load [MWh];;;;Water consumption [m3/h];;;Solar data [Wh/m2];;;Wind speed [10 magl] [m/s];;;Temperature at 2m [¡C];;
Month;Hour of the day;Hour of the year;Load A;Load B;Load A + random;Load B + random;Regime1 (m?/h);Regime2 (m?/h);Regime3 (m?/h); IDEAM ; MERRA2; ERA5 ; IDEAM ; MERRA2; ERA5 ; IDEAM ; MERRA2; ERA5 
10;20;6644;5.7;6.6;5.8;6.6;0.0;99.2;124.6;0;0;0;1.042;1.05;1.193; 28.13 ;26.77;26.023
10;21;6645;5.8;6.0;5.7;5.9;0.0;99.2;112.4;0;0;0;0.867;0.95;0.407; 28.06 ;26.67;26.323
10;22;6646;5.4;5.7;5.3;5.8;0.0;99.2;87.9;0;0;0;1.333;0.97;1.129; 27.99 ;26.53;25.19
10;23;6647;5.4;5.6;5.5;5.5;0.0;99.2;37.8;0;0;0;1.767;1.13;1.874; 27.92 ;26.39;25.282
10;24;6648;5.6;5.5;5.6;5.4;0.0;99.2;16.3;0;0;0;1.817;1.26;2.388; 27.85 ;26.28;25.331
10;1;6649;5.6;9.4;5.5;9.3;0.0;99.2;8.9;0;0;0;1.55;1.16;2.297; 27.78 ;26.29;25.259
10;2;6650;5.6;9.2;5.7;9.3;0.0;99.2;2.2;0;0;0;1.658;0.97;2.082; 27.72 ;26.35;25.154
10;3;6651;5.7;8.7;5.8;8.7;0.0;99.2;3.3;0;0;0;0.958;0.9;2.008; 27.65 ;26.55;25.185
10;4;6652;5.6;8.8;5.6;8.8;0.0;99.2;6.7;0;0;0;0.95;1.16;1.988; 27.58 ;27.42;24.973
10;5;6653;5.4;9.3;5.5;9.3;0.0;99.2;14.5;0;0;0;1.308;1.16;1.276; 27.51 ;28.74;24.852
10;6;6654;5.4;8.8;5.4;8.7;0.0;99.2;37.8;0;0;0;0.842;0.98;1.225; 27.44 ;29.70;24.704
10;7;6655;5.5;8.5;5.5;8.4;0.0;99.2;100.2;5.9;0.0966;1.58;0.808;1.13;1.623; 27.37 ;29.99;24.579
10;8;6656;5.8;8.2;5.8;8.3;0.0;99.2;169.8;118.3;38.0403;83;1.067;1.81;1.004; 27.30 ;30.07;25.4
10;9;6657;5.9;8.1;5.9;8.0;264.6;99.2;64.3;352.1;137.9831;243;1.825;2.71;0.39; 27.90 ;29.92;26.729
10;10;6658;5.4;7.6;5.5;7.6;264.6;99.2;74.6;560.2;259.952;456.86;2.383;3.42;0.74; 28.50 ;29.56;28.029
10;11;6659;5.5;7.8;5.5;7.8;264.6;99.2;62.3;662.7;395.7009;617.95;3.233;3.69;1.352; 29.10 ;29.04;29.081
10;12;6660;5.7;8.0;5.8;8.0;264.6;99.2;200.3;892.5;508.6347;739.65;3.233;3.43;2.141; 29.70 ;28.43;29.842
10;13;6661;5.6;8.1;5.6;8.2;264.6;99.2;287.1;769.2;573.5754;668.26;4.017;2.79;3.052; 30.30 ;27.85;29.808
10;14;6662;5.6;7.8;5.6;7.8;264.6;99.2;399.5;919.1;578.9115;721.33;3.892;2.04;3.661; 30.90 ;27.33;29.806
10;15;6663;5.3;6.8;5.2;6.8;264.6;99.2;226.8;818.5;513.9606;502.35;4.742;1.61;4.122; 30.54 ;27.03;29.405
10;16;6664;5.6;6.7;5.7;6.7;264.6;99.2;52.1;600.6;382.3441;354.96;4.108;1.52;3.88; 30.18 ;26.88;29.041
10;17;6665;5.8;6.5;5.8;6.6;264.6;99.2;87.9;395.5;218.1256;195.45;3.975;1.55;3.492; 29.82 ;26.73;28.546
10;18;6666;5.9;6.6;5.8;6.6;0.0;99.2;91.6;213;88.2949;113.33;3.392;1.62;2.46; 29.46 ;26.56;28.129
10;19;6667;5.8;6.7;5.7;6.7;0.0;99.2;112.4;23.7;16.5752;13.59;2.183;1.75;1.814; 29.10 ;26.37;27.622
10;20;6668;5.7;6.6;5.7;6.5;0.0;99.2;124.6;0;0;0;1.783;1.9;1.036; 28.92 ;26.17;26.922
10;21;6669;5.8;6.0;5.8;5.9;0.0;99.2;112.4;0;0;0;1.375;1.97;1.323; 28.75 ;26.02;26.392
10;22;6670;5.4;5.7;5.3;5.6;0.0;99.2;87.9;0;0;0;1.292;2.02;1.581; 28.57 ;25.90;26.163
10;23;6671;5.4;5.6;5.5;5.7;0.0;99.2;37.8;0;0;0;1.142;1.99;1.697; 28.39 ;25.82;25.978
10;24;6672;5.6;5.5;5.6;5.6;0.0;99.2;16.3;0;0;0;1.167;1.98;2.42; 28.22 ;25.78;25.804
10;1;6673;5.6;9.4;5.6;9.4;0.0;99.2;8.9;0;0;0;1.15;1.98;2.166; 28.04 ;25.77;25.632
10;2;6674;5.6;9.2;5.6;9.1;0.0;99.2;2.2;0;0;0;0.992;1.97;1.356; 27.86 ;25.81;25.269
10;3;6675;5.7;8.7;5.8;8.7;0.0;99.2;3.3;0;0;0;0.608;2.11;1.146; 27.68 ;26.05;25.083
10;4;6676;5.6;8.8;5.5;8.8;0.0;99.2;6.7;0;0;0;0.992;2.54;1.382; 27.51 ;26.97;24.631
10;5;6677;5.4;9.3;5.4;9.3;0.0;99.2;14.5;0;0;0;1.067;2.87;1.536; 27.33 ;28.20;24.517
10;6;6678;5.4;8.8;5.4;8.8;0.0;99.2;37.8;0;0;0;1.85;2.95;1.68; 27.15 ;29.03;24.388
10;7;6679;5.5;8.5;5.5;8.6;0.0;99.2;100.2;4.9;0.1109;3.05;1.108;2.6;1.639; 26.98 ;29.84;24.334
10;8;6680;5.8;8.2;5.8;8.1;0.0;99.2;169.8;85.8;45.1334;94.62;1.45;2.03;1.558; 26.80 ;30.38;25.651
10;9;6681;5.9;8.1;5.8;8.1;264.6;99.2;64.3;321.5;157.4611;261.61;1.517;1.88;1.905; 27.60 ;30.61;27.165
10;10;6682;5.4;7.6;5.4;7.5;264.6;99.2;74.6;385.6;311.6013;453.52;1.808;2.26;2.279; 28.40 ;30.60;28.5
10;11;6683;5.5;7.8;5.5;7.8;264.6;99.2;62.3;390.5;500.5328;575.41;3.192;3.09;1.943; 29.20 ;30.24;29.26
10;12;6684;5.7;8.0;5.8;8.0;264.6;99.2;200.3;494.1;641.8892;585.36;3.742;3.76;1.811; 30.00 ;29.53;29.565
10;13;6685;5.6;8.1;5.6;8.0;264.6;99.2;287.1;528.6;713.2444;671.02;4.725;3.94;2.378; 30.80 ;28.60;29.783
10;14;6686;5.6;7.8;5.5;7.8;264.6;99.2;399.5;781.1;707.0203;589.59;4.533;3.65;3.236; 31.60 ;27.58;29.506
10;15;6687;5.3;6.8;5.3;6.7;264.6;99.2;226.8;682.4;638.7322;484.93;4.625;3.36;3.244; 29.88 ;27.05;28.583
10;16;6688;5.6;6.7;5.7;6.7;264.6;99.2;52.1;495.1;474.2481;441.6;4.367;3.15;2.076; 28.16 ;26.90;28.156
10;17;6689;5.8;6.5;5.7;6.4;264.6;99.2;87.9;369.8;304.9154;222.72;3.683;3.12;1.977; 26.44 ;26.81;27.77
10;18;6690;5.9;6.6;6.0;6.6;0.0;99.2;91.6;203.2;134.3757;107.03;4.65;3.06;1.111; 24.72 ;26.72;26.656
10;19;6691;5.8;6.7;5.8;6.8;0.0;99.2;112.4;3.9;23.0797;13.69;6.058;2.93;0.58; 23.00 ;26.62;26.005
10;20;6692;5.7;6.6;5.7;6.6;0.0;99.2;124.6;0;0;0;3.233;2.89;0.546; 23.22 ;26.54;25.716
10;21;6693;5.8;6.0;5.7;6.1;0.0;99.2;112.4;0;0;0;1.458;2.99;1.047; 23.45 ;26.46;25.737
10;22;6694;5.4;5.7;5.3;5.6;0.0;99.2;87.9;0;0;0;1.667;3.16;1.268; 23.67 ;26.38;25.566
10;23;6695;5.4;5.6;5.4;5.6;0.0;99.2;37.8;0;0;0;1.475;3.37;1.179; 23.89 ;26.37;25.367
10;24;6696;5.6;5.5;5.7;5.6;0.0;99.2;16.3;0;0;0;1.067;3.48;1.382; 24.12 ;26.33;25.256
10;1;6697;5.6;9.4;5.6;9.3;0.0;99.2;8.9;0;0;0;1.092;3.56;1.054; 24.34 ;26.29;25.138
10;2;6698;5.6;9.2;5.6;9.3;0.0;99.2;2.2;0;0;0;1.392;3.58;0.656; 24.56 ;26.22;25.002
10;3;6699;5.7;8.7;5.7;8.6;0.0;99.2;3.3;0;0;0;1.358;3.71;1.27; 24.78 ;26.36;25.02
10;4;6700;5.6;8.8;5.6;8.8;0.0;99.2;6.7;0;0;0;0.9;4.02;1.419; 25.01 ;26.79;24.946
10;5;6701;5.4;9.3;5.4;9.3;0.0;99.2;14.5;0;0;0;0.558;3.96;1.458; 25.23 ;27.22;24.931
10;6;6702;5.4;8.8;5.4;8.7;0.0;99.2;37.8;0;0;0;0.608;4.26;1.381; 25.45 ;27.73;24.869
10;7;6703;5.5;8.5;5.4;8.5;0.0;99.2;100.2;0;0.0546;2.46;0.692;4.18;1.111; 25.68 ;28.21;24.662
10;8;6704;5.8;8.2;5.8;8.2;0.0;99.2;169.8;50.3;30.534;78.47;1.258;3.71;1.223; 25.90 ;28.59;25.836
10;9;6705;5.9;8.1;5.9;8.2;264.6;99.2;64.3;203.2;137.1389;263.48;2.608;3.39;1.702; 26.70 ;28.82;27.074
10;10;6706;5.4;7.6;5.5;7.5;264.6;99.2;74.6;537.5;244.5662;429;2.808;3.35;2.333; 27.50 ;28.89;28.19
10;11;6707;5.5;7.8;5.5;7.9;264.6;99.2;62.3;647.9;316.0466;602.69;3.433;3.42;2.973; 28.30 ;28.77;29.331
10;12;6708;5.7;8.0;5.7;8.0;264.6;99.2;200.3;792.9;327.2744;659.7;3.267;3.34;2.855; 29.10 ;28.52;30.01
10;13;6709;5.6;8.1;5.6;8.1;264.6;99.2;287.1;611.4;337.6129;596.58;3.792;3.33;3.146; 29.90 ;28.11;30.32
10;14;6710;5.6;7.8;5.7;7.9;264.6;99.2;399.5;759.4;319.2362;677.52;3.758;3.16;3.455; 30.70 ;27.45;30.717
10;15;6711;5.3;6.8;5.3;6.9;264.6;99.2;226.8;494.1;283.5862;545.68;3.817;3.39;3.515; 30.16 ;27.02;30.667
10;16;6712;5.6;6.7;5.5;6.6;264.6;99.2;52.1;275.1;213.581;356.92;3.833;3.54;3.793; 29.62 ;26.79;30.36
10;17;6713;5.8;6.5;5.8;6.6;264.6;99.2;87.9;242.6;130.9958;296.37;4.608;3.66;2.927; 29.08 ;26.58;30.086
10;18;6714;5.9;6.6;5.8;6.6;0.0;99.2;91.6;120.3;63.759;145.03;3.808;3.64;3.112; 28.54 ;26.41;29.456
10;19;6715;5.8;6.7;5.7;6.8;0.0;99.2;112.4;16.8;11.4415;15.16;3.575;3.55;2.808; 28.00 ;26.24;28.626
10;20;6716;5.7;6.6;5.6;6.6;0.0;99.2;124.6;0;0;0;4.492;3.48;1.647; 27.83 ;26.10;27.591
10;21;6717;5.8;6.0;5.7;6.0;0.0;99.2;112.4;0;0;0;3.967;3.5;1.433; 27.66 ;26.02;27.17
10;22;6718;5.4;5.7;5.3;5.7;0.0;99.2;87.9;0;0;0;1.85;3.63;2.443; 27.49 ;25.96;26.751
10;23;6719;5.4;5.6;5.5;5.6;0.0;99.2;37.8;0;0;0;1.567;3.9;2.848; 27.32 ;25.94;26.493
10;24;6720;5.6;5.5;5.6;5.5;0.0;99.2;16.3;0;0;0;1.442;4.02;3.159; 27.15 ;25.93;26.187
10;1;6721;5.6;9.4;5.7;9.4;0.0;99.2;8.9;0;0;0;0.942;3.92;3.674; 26.98 ;25.88;25.809
10;2;6722;5.6;9.2;5.5;9.2;0.0;99.2;2.2;0;0;0;1.083;3.78;3.7; 26.82 ;25.83;25.555
10;3;6723;5.7;8.7;5.7;8.6;0.0;99.2;3.3;0;0;0;0.65;3.81;3.189; 26.65 ;26.03;25.668
10;4;6724;5.6;8.8;5.7;8.8;0.0;99.2;6.7;0;0;0;0.742;3.98;2.952; 26.48 ;26.47;25.444
10;5;6725;5.4;9.3;5.4;9.4;0.0;99.2;14.5;0;0;0;0.5;4.05;2.761; 26.31 ;26.90;25.366
10;6;6726;5.4;8.8;5.3;8.8;0.0;99.2;37.8;0;0;0;0.892;4.25;2.707; 26.14 ;27.49;25.296
10;7;6727;5.5;8.5;5.5;8.6;0.0;99.2;100.2;0;0.0607;2.95;0.892;4.21;2.693; 25.97 ;28.09;25.191
10;8;6728;5.8;8.2;5.8;8.2;0.0;99.2;169.8;60.2;32.4079;99.64;1.6;3.87;2.673; 25.80 ;28.71;26.049
10;9;6729;5.9;8.1;5.8;8.0;264.6;99.2;64.3;222.9;111.8951;269.1;3.175;3.41;3.522; 26.50 ;29.19;27.411
10;10;6730;5.4;7.6;5.4;7.5;264.6;99.2;74.6;464.5;204.0733;471.34;3.683;3.05;4.512; 27.20 ;29.40;28.824
10;11;6731;5.5;7.8;5.5;7.8;264.6;99.2;62.3;638.1;300.4815;609.28;3.308;2.84;4.282; 27.90 ;29.35;29.888
10;12;6732;5.7;8.0;5.7;8.0;264.6;99.2;200.3;735.7;384.278;685.39;3.658;2.76;4.18; 28.60 ;29.18;30.562
10;13;6733;5.6;8.1;5.7;8.2;264.6;99.2;287.1;543.4;475.9439;748.7;4.783;2.9;4.245; 29.30 ;28.81;31.05
10;14;6734;5.6;7.8;5.5;7.7;264.6;99.2;399.5;732.7;493.7893;761.8;4.792;3;4.139; 30.00 ;27.91;31.294
10;15;6735;5.3;6.8;5.3;6.7;264.6;99.2;226.8;673.6;419.248;514.17;4.65;3.26;3.729; 29.80 ;27.34;29.932
10;16;6736;5.6;6.7;5.6;6.7;264.6;99.2;52.1;602.6;307.4441;464.64;4.158;3.44;2.509; 29.60 ;27.09;30.053
10;17;6737;5.8;6.5;5.8;6.6;264.6;99.2;87.9;178.5;198.9904;258.36;3.708;3.62;2.575; 29.40 ;26.90;29.297
10;18;6738;5.9;6.6;5.8;6.6;0.0;99.2;91.6;110.5;95.271;111.85;3.633;3.76;2.398; 29.20 ;26.72;28.48
10;19;6739;5.8;6.7;5.7;6.6;0.0;99.2;112.4;15.8;17.2795;13;3.692;3.65;0.868; 29.00 ;26.48;27.534
10;20;6740;5.7;6.6;5.8;6.6;0.0;99.2;124.6;0;0;0;3.625;3.44;1.083; 28.71 ;26.23;26.506
10;21;6741;5.8;6.0;5.7;6.0;0.0;99.2;112.4;0;0;0;3.425;3.33;1.521; 28.42 ;26.00;25.56
10;22;6742;5.4;5.7;5.4;5.7;0.0;99.2;87.9;0;0;0;2.742;3.27;1.321; 28.12 ;25.83;25.208
10;23;6743;5.4;5.6;5.4;5.5;0.0;99.2;37.8;0;0;0;2.4;3.16;0.933; 27.83 ;25.71;24.95
10;24;6744;5.6;5.5;5.6;5.5;0.0;99.2;16.3;0;0;0;1.983;2.96;1.272; 27.54 ;25.59;25.072
10;1;6745;5.6;9.4;5.6;9.4;0.0;99.2;8.9;0;0;0;1.308;2.76;1.549; 27.25 ;25.52;25.042
10;2;6746;5.6;9.2;5.6;9.3;0.0;99.2;2.2;0;0;0;1.917;2.7;1.723; 26.95 ;25.48;24.883
10;3;6747;5.7;8.7;5.8;8.7;0.0;99.2;3.3;0;0;0;1.575;2.65;2.133; 26.66 ;25.88;24.551
10;4;6748;5.6;8.8;5.7;8.9;0.0;99.2;6.7;0;0;0;1.325;2.88;1.793; 26.37 ;26.67;24.439
10;5;6749;5.4;9.3;5.4;9.3;0.0;99.2;14.5;0;0;0;1.425;3.1;0.885; 26.08 ;27.37;24.312
10;6;6750;5.4;8.8;5.4;8.8;0.0;99.2;37.8;0;0;0;1.583;3.28;0.588; 25.78 ;28.07;23.958
10;7;6751;5.5;8.5;5.4;8.5;0.0;99.2;100.2;0;0.0637;1.77;1.9;3.15;0.787; 25.49 ;28.62;24.264
10;8;6752;5.8;8.2;5.7;8.2;0.0;99.2;169.8;16.8;46.4712;69.61;1.383;2.81;0.386; 25.20 ;29.01;24.937
10;9;6753;5.9;8.1;5.9;8.1;264.6;99.2;64.3;84.8;177.782;238.97;1.667;2.51;0.385; 26.12 ;29.25;25.939
10;10;6754;5.4;7.6;5.5;7.6;264.6;99.2;74.6;448.7;356.1758;440.12;1.817;2.39;0.251; 27.03 ;29.33;27.071
10;11;6755;5.5;7.8;5.6;7.8;264.6;99.2;62.3;733.7;506.7688;571.77;1.517;2.36;0.421; 27.95 ;29.25;28.116
10;12;6756;5.7;8.0;5.7;8.1;264.6;99.2;200.3;707.1;561.1941;729.8;2.55;2.57;1.599; 28.87 ;28.94;29.111
10;13;6757;5.6;8.1;5.6;8.2;264.6;99.2;287.1;615.4;592.3981;735.81;3.042;2.79;2.837; 29.78 ;28.43;29.477
10;14;6758;5.6;7.8;5.6;7.9;264.6;99.2;399.5;877.7;553.4443;633.6;3.383;2.97;3.572; 30.70 ;27.59;27.859
10;15;6759;5.3;6.8;5.3;6.9;264.6;99.2;226.8;766.3;490.7065;499.99;3.983;3.11;3.722; 30.16 ;27.06;28.491
10;16;6760;5.6;6.7;5.6;6.8;264.6;99.2;52.1;522.7;395.3582;418.27;4.208;3.09;2.808; 29.62 ;26.86;27.695
10;17;6761;5.8;6.5;5.8;6.6;264.6;99.2;87.9;189.3;260.2819;214.15;3.242;3.02;2.461; 29.08 ;26.69;27.156
10;18;6762;5.9;6.6;5.9;6.5;0.0;99.2;91.6;53.3;105.4873;88.52;2.508;2.98;1.861; 28.54 ;26.54;26.523
10;19;6763;5.8;6.7;5.9;6.8;0.0;99.2;112.4;7.9;18.1728;9.35;1.75;2.91;0.705; 28.00 ;26.39;25.666
10;20;6764;5.7;6.6;5.8;6.5;0.0;99.2;124.6;0;0;0;1.292;2.8;0.65; 27.78 ;26.23;25.201
10;21;6765;5.8;6.0;5.7;5.9;0.0;99.2;112.4;0;0;0;1.55;2.73;0.314; 27.57 ;26.12;25.076
10;22;6766;5.4;5.7;5.3;5.8;0.0;99.2;87.9;0;0;0;1.683;2.71;0.456; 27.35 ;25.99;24.959
10;23;6767;5.4;5.6;5.4;5.7;0.0;99.2;37.8;0;0;0;1.725;2.66;0.609; 27.14 ;25.89;24.941
10;24;6768;5.6;5.5;5.5;5.5;0.0;99.2;16.3;0;0;0;1.642;2.62;0.897; 26.92 ;25.81;24.742
10;1;6769;5.6;9.4;5.6;9.5;0.0;99.2;8.9;0;0;0;1.55;2.65;0.856; 26.71 ;25.77;24.522
10;2;6770;5.6;9.2;5.6;9.3;0.0;99.2;2.2;0;0;0;1.192;2.7;1.117; 26.49 ;25.74;24.408
10;3;6771;5.7;8.7;5.7;8.6;0.0;99.2;3.3;0;0;0;0.708;2.68;1.589; 26.28 ;26.07;24.833
10;4;6772;5.6;8.8;5.6;8.8;0.0;99.2;6.7;0;0;0;0.967;2.91;1.429; 26.06 ;26.90;24.721
10;5;6773;5.4;9.3;5.4;9.3;0.0;99.2;14.5;0;0;0;0.633;3.08;1.457; 25.85 ;27.86;24.702
10;6;6774;5.4;8.8;5.4;8.7;0.0;99.2;37.8;0;0;0;0.992;3.13;1.55; 25.63 ;28.57;24.619
10;7;6775;5.5;8.5;5.5;8.4;0.0;99.2;100.2;3.9;0.0598;2.36;0.992;3.11;1.389; 25.42 ;29.39;24.448
10;8;6776;5.8;8.2;5.7;8.3;0.0;99.2;169.8;73;43.7479;95.41;1.492;3.01;1.078; 25.20 ;29.87;25.507
10;9;6777;5.9;8.1;5.8;8.1;264.6;99.2;64.3;207.1;155.4064;268.41;1.45;2.91;1.21; 26.07 ;30.04;26.559
10;10;6778;5.4;7.6;5.5;7.5;264.6;99.2;74.6;492.1;305.1523;453.42;1.133;2.99;1.497; 26.93 ;30.03;27.771
10;11;6779;5.5;7.8;5.5;7.9;264.6;99.2;62.3;581.9;445.3425;587.82;2.375;3.2;1.753; 27.80 ;29.82;28.804
10;12;6780;5.7;8.0;5.8;8.0;264.6;99.2;200.3;726.8;577.6159;653.39;2.875;3.51;1.989; 28.67 ;29.40;29.429
10;13;6781;5.6;8.1;5.7;8.1;264.6;99.2;287.1;721.9;644.1189;666.98;4.042;3.7;2.36; 29.53 ;28.86;29.645
10;14;6782;5.6;7.8;5.5;7.7;264.6;99.2;399.5;899.4;630.8834;643.25;4.083;3.53;3.499; 30.40 ;27.96;28.976
10;15;6783;5.3;6.8;5.2;6.9;264.6;99.2;226.8;770.2;545.0891;435.89;3.517;3.52;3.288; 30.14 ;27.45;27.787
10;16;6784;5.6;6.7;5.6;6.6;264.6;99.2;52.1;96.6;410.9789;290.46;2.367;3.48;3.371; 29.88 ;27.28;27.905
10;17;6785;5.8;6.5;5.7;6.6;264.6;99.2;87.9;52.3;241.9716;191.71;2.033;3.51;2.251; 29.62 ;27.17;27.741
10;18;6786;5.9;6.6;5.9;6.7;0.0;99.2;91.6;50.3;116.7037;91.47;2.025;3.5;1.356; 29.36 ;27.06;27.143
10;19;6787;5.8;6.7;5.7;6.7;0.0;99.2;112.4;3.9;17.2213;11.03;1.767;3.31;1.199; 29.10 ;26.92;26.623
10;20;6788;5.7;6.6;5.6;6.6;0.0;99.2;124.6;0;0;0;1.192;2.96;1.215; 28.87 ;26.79;26.383
10;21;6789;5.8;6.0;5.8;6.0;0.0;99.2;112.4;0;0;0;1.308;2.85;0.851; 28.64 ;26.75;26.028
10;22;6790;5.4;5.7;5.4;5.8;0.0;99.2;87.9;0;0;0;1.258;2.98;1.138; 28.41 ;26.62;25.618
10;23;6791;5.4;5.6;5.3;5.6;0.0;99.2;37.8;0;0;0;1.083;3.04;0.965; 28.18 ;26.49;25.329
10;24;6792;5.6;5.5;5.7;5.5;0.0;99.2;16.3;0;0;0;2.15;2.96;0.359; 27.95 ;26.39;25.714
10;1;6793;5.6;9.4;5.6;9.4;0.0;99.2;8.9;0;0;0;1.033;2.84;0.782; 27.72 ;26.34;24.993
10;2;6794;5.6;9.2;5.5;9.2;0.0;99.2;2.2;0;0;0;0.9;2.86;0.738; 27.48 ;26.32;24.868
10;3;6795;5.7;8.7;5.6;8.8;0.0;99.2;3.3;0;0;0;0.65;2.79;1.049; 27.25 ;26.58;24.48
10;4;6796;5.6;8.8;5.7;8.9;0.0;99.2;6.7;0;0;0;0.892;2.89;0.827; 27.02 ;27.15;24.282
10;5;6797;5.4;9.3;5.4;9.4;0.0;99.2;14.5;0;0;0;1.05;2.95;0.936; 26.79 ;27.53;23.961
10;6;6798;5.4;8.8;5.4;8.8;0.0;99.2;37.8;0;0;0;1.242;3.33;0.76; 26.56 ;27.91;23.989
10;7;6799;5.5;8.5;5.5;8.5;0.0;99.2;100.2;3.9;0.0216;2.56;1.317;3.45;0.58; 26.33 ;28.38;24.249
10;8;6800;5.8;8.2;5.7;8.3;0.0;99.2;169.8;99.6;24.9725;87.04;1.325;3.41;0.61; 26.10 ;28.81;25.495
10;9;6801;5.9;8.1;5.9;8.2;264.6;99.2;64.3;253.5;95.0185;205.19;0.825;3.36;0.502; 26.85 ;29.14;26.492
10;10;6802;5.4;7.6;5.4;7.7;264.6;99.2;74.6;384.6;172.9223;404.58;1.358;3.38;0.289; 27.60 ;29.32;27.595
10;11;6803;5.5;7.8;5.6;7.7;264.6;99.2;62.3;538.5;253.7945;510.33;2.067;3.5;0.67; 28.35 ;29.26;28.397
10;12;6804;5.7;8.0;5.8;8.1;264.6;99.2;200.3;334.3;314.3282;506.29;3;3.53;1.999; 29.10 ;29.08;28.843
10;13;6805;5.6;8.1;5.6;8.1;264.6;99.2;287.1;657.8;360.9796;419.64;3.908;3.49;2.601; 29.85 ;28.65;27.572
10;14;6806;5.6;7.8;5.5;7.7;264.6;99.2;399.5;720.9;383.3784;333.88;4.558;3.3;2.699; 30.60 ;27.85;26.972
10;15;6807;5.3;6.8;5.2;6.9;264.6;99.2;226.8;444.8;362.1537;369.23;2.45;3.45;2.184; 29.84 ;27.42;27.488
10;16;6808;5.6;6.7;5.6;6.7;264.6;99.2;52.1;164.7;266.1984;314.09;1.592;3.57;2.165; 29.08 ;27.24;27.84
10;17;6809;5.8;6.5;5.9;6.5;264.6;99.2;87.9;122.3;192.4555;197.22;1.483;3.65;2.441; 28.32 ;27.10;27.737
10;18;6810;5.9;6.6;5.9;6.5;0.0;99.2;91.6;45.4;94.2209;86.06;2.033;3.61;2.123; 27.56 ;26.95;27.048
10;19;6811;5.8;6.7;5.9;6.6;0.0;99.2;112.4;5.9;14.987;11.22;2.042;3.48;1.107; 26.80 ;26.76;25.677
10;20;6812;5.7;6.6;5.7;6.6;0.0;99.2;124.6;0;0;0;1.175;3.32;0.309; 26.80 ;26.55;25.246
10;21;6813;5.8;6.0;5.8;6.0;0.0;99.2;112.4;0;0;0;1.433;3.14;0.266; 26.80 ;26.35;25.27
10;22;6814;5.4;5.7;5.4;5.6;0.0;99.2;87.9;0;0;0;1.7;3.03;0.673; 26.80 ;26.22;25.181
10;23;6815;5.4;5.6;5.4;5.7;0.0;99.2;37.8;0;0;0;1.758;2.98;0.646; 26.80 ;26.16;24.828
10;24;6816;5.6;5.5;5.7;5.5;0.0;99.2;16.3;0;0;0;0.967;2.91;0.993; 26.80 ;26.12;24.502
10;1;6817;5.6;9.4;5.6;9.4;0.0;99.2;8.9;0;0;0;1.075;2.79;1.079; 26.80 ;26.10;24.351
10;2;6818;5.6;9.2;5.6;9.1;0.0;99.2;2.2;0;0;0;1.167;2.51;1.335; 26.80 ;26.12;24.467
10;3;6819;5.7;8.7;5.8;8.6;0.0;99.2;3.3;0;0;0;1.275;2.13;1.551; 26.80 ;26.47;24.621
10;4;6820;5.6;8.8;5.6;8.8;0.0;99.2;6.7;0;0;0;0.708;2.1;1.105; 26.80 ;27.32;24.457
10;5;6821;5.4;9.3;5.4;9.4;0.0;99.2;14.5;0;0;0;0.608;2.22;1.035; 26.80 ;28.47;24.301
10;6;6822;5.4;8.8;5.4;8.8;0.0;99.2;37.8;0;0;0;1.033;2.3;1.022; 26.80 ;29.03;24.228
10;7;6823;5.5;8.5;5.5;8.5;0.0;99.2;100.2;5.9;0.0317;2.76;1.167;2.3;0.784; 26.80 ;29.48;24.155
10;8;6824;5.8;8.2;5.8;8.2;0.0;99.2;169.8;142;37.3028;89.6;1.7;2.23;0.693; 26.80 ;29.91;25.801
10;9;6825;5.9;8.1;5.8;8.1;264.6;99.2;64.3;398.4;134.4712;230.3;1.675;2.28;1.116; 27.43 ;30.05;26.849
10;10;6826;5.4;7.6;5.4;7.5;264.6;99.2;74.6;361.9;269.7555;435.4;1.892;2.77;1.529; 28.07 ;30.01;27.882
10;11;6827;5.5;7.8;5.5;7.8;264.6;99.2;62.3;655.8;337.0034;554.64;2.892;3.36;1.453; 28.70 ;29.77;28.679
10;12;6828;5.7;8.0;5.7;8.1;264.6;99.2;200.3;559.2;382.0519;665.7;3.358;3.64;2.075; 29.33 ;29.42;29.423
10;13;6829;5.6;8.1;5.7;8.2;264.6;99.2;287.1;535.5;437.0513;619.72;3.7;3.73;2.78; 29.97 ;28.80;29.582
10;14;6830;5.6;7.8;5.5;7.8;264.6;99.2;399.5;725.8;412.8679;618.24;4.092;3.53;3.531; 30.60 ;28.01;29.526
10;15;6831;5.3;6.8;5.2;6.8;264.6;99.2;226.8;703.2;368.2016;488.67;4.342;3.45;2.333; 30.32 ;27.58;28.667
10;16;6832;5.6;6.7;5.5;6.8;264.6;99.2;52.1;432.9;285.4836;267.32;4.525;3.4;2.175; 30.04 ;27.39;28.393
10;17;6833;5.8;6.5;5.8;6.5;264.6;99.2;87.9;329.4;188.6616;133.02;3.567;3.37;0.772; 29.76 ;27.23;27.433
10;18;6834;5.9;6.6;5.8;6.6;0.0;99.2;91.6;83.8;80.1626;47.36;3.225;3.48;0.142; 29.48 ;27.06;26.397
10;19;6835;5.8;6.7;5.8;6.6;0.0;99.2;112.4;9.9;14.6852;6.3;2.467;3.66;0.307; 29.20 ;26.86;26.176
